Timestamp, Latitude, Northing, Longitude, Easting, Northing2, Zone
1487795283209127, 42.33874, 4689502.76603, -71.0900333333, 327825.837505, 4689502.76603, 19
1487795284208709, 42.3387383333, 4689502.58096, -71.0900333333, 327825.832956, 4689502.58096, 19
1487795285208311, 42.3387383333, 4689502.58096, -71.0900333333, 327825.832956, 4689502.58096, 19
1487795286209349, 42.3387383333, 4689502.58096, -71.0900333333, 327825.832956, 4689502.58096, 19
1487795287208943, 42.3387383333, 4689502.58096, -71.0900333333, 327825.832956, 4689502.58096, 19
1487795288208698, 42.3387366667, 4689502.39589, -71.0900333333, 327825.828407, 4689502.39589, 19
1487795289208441, 42.3387366667, 4689502.39589, -71.0900333333, 327825.828407, 4689502.39589, 19
1487795290208375, 42.3387366667, 4689502.39589, -71.0900333333, 327825.828407, 4689502.39589, 19
1487795291209201, 42.3387366667, 4689502.39589, -71.0900333333, 327825.828407, 4689502.39589, 19
1487795292209184, 42.3387366667, 4689502.39589, -71.0900333333, 327825.828407, 4689502.39589, 19
1487795293238671, 42.338735, 4689502.21082, -71.0900333333, 327825.823858, 4689502.21082, 19
1487795294208308, 42.338735, 4689502.21082, -71.0900333333, 327825.823858, 4689502.21082, 19
1487795295208759, 42.338735, 4689502.21082, -71.0900333333, 327825.823858, 4689502.21082, 19
1487795296208744, 42.338735, 4689502.21082, -71.0900333333, 327825.823858, 4689502.21082, 19
1487795297207985, 42.338735, 4689502.21082, -71.0900333333, 327825.823858, 4689502.21082, 19
1487795298208339, 42.3387333333, 4689502.02575, -71.0900333333, 327825.819309, 4689502.02575, 19
1487795299209838, 42.3387333333, 4689502.02575, -71.0900333333, 327825.819309, 4689502.02575, 19
1487795300208813, 42.3387333333, 4689502.02575, -71.0900333333, 327825.819309, 4689502.02575, 19
1487795301208279, 42.3387333333, 4689502.02575, -71.0900333333, 327825.819309, 4689502.02575, 19
1487795302208198, 42.3387333333, 4689502.02575, -71.0900333333, 327825.819309, 4689502.02575, 19
1487795303208658, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795304209274, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795305209208, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795306208460, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795307209014, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795308208639, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795309208103, 42.3387316667, 4689501.84068, -71.0900333333, 327825.81476, 4689501.84068, 19
1487795310208199, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795311208896, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795312224591, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795313224740, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795314224602, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795315224993, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795316208083, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795317209588, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795318208246, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795319208851, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795320210039, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795321226440, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795322226337, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795323241003, 42.33873, 4689501.6556, -71.0900333333, 327825.810211, 4689501.6556, 19
1487795324208793, 42.3387283333, 4689501.47053, -71.0900333333, 327825.805662, 4689501.47053, 19
1487795325209233, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795326208904, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
1487795327209242, 42.3387283333, 4689501.50428, -71.09005, 327824.432627, 4689501.50428, 19
